,Temperature,Humidity,Light,CO2,HumidityRatio 
125,21.84,27.1,0.0,547.5,0.004792988
126,21.85666667,27.1,0.0,548.6666667000001,0.004792988
127,21.79,27.1,0.0,540.0,0.004792988
128,21.79,27.1,0.0,538.0,0.004792988
129,21.79,27.1,0.0,542.0,0.004792988
130,21.79,27.1,0.0,542.0,0.004792988
131,21.79,27.1,0.0,538.0,0.004792988
132,21.79,27.1,0.0,537.6666667000001,0.004792988
133,21.79,27.1,0.0,537.5,0.004792988
134,21.79,27.1,0.0,536.0,0.004792988
135,21.745,27.1,0.0,534.5,0.004792988
136,21.7,27.1,0.0,532.5,0.004792988
137,21.76,27.1,0.0,530.0,0.004792988
138,21.745,27.05,0.0,529.5,0.004792988
139,21.79,27.05,0.0,531.0,0.004792988
140,21.73,27.0,0.0,533.3333333,0.004792988
141,21.745,27.0,0.0,531.0,0.004792988
142,21.745,27.0,0.0,529.0,0.004792988
143,21.745,27.0,0.0,528.5,0.004792988
144,21.7,27.0,0.0,525.0,0.004792988
145,21.7,27.0,0.0,528.5,0.004792988
146,21.7,27.0,0.0,530.5,0.004792988
147,21.7,26.89,0.0,528.0,0.004792988
148,21.7,26.89,0.0,526.0,0.004792988
149,21.7,26.89,0.0,530.0,0.004792988
150,21.7,26.89,0.0,533.3333333,0.004792988
151,21.7,26.89,0.0,529.0,0.004792988
152,21.7,26.89,0.0,528.0,0.004792988
153,21.7,26.89,0.0,526.0,0.004792988
154,21.7,26.89,0.0,526.0,0.004792988
155,21.7,26.79,0.0,521.0,0.004792988
156,21.7,26.79,0.0,518.0,0.004792988
157,21.7,26.79,0.0,515.5,0.004792988
158,21.7,26.79,0.0,520.0,0.004792988
159,21.7,26.7675,0.0,523.5,0.004792988
160,21.7,26.79,0.0,525.5,0.004792988
161,21.7,26.79,0.0,525.5,0.004792988
162,21.7,26.79,0.0,514.0,0.004792988
163,21.7,26.7,0.0,518.0,0.004792988
164,21.7,26.7,0.0,518.0,0.004792988
165,21.7,26.7,0.0,520.0,0.004792988
166,21.6,26.7,0.0,521.0,0.004792988
167,21.6,26.6,0.0,518.0,0.004792988
168,21.6,26.65,0.0,517.0,0.004792988
169,21.6,26.6,0.0,511.5,0.004792988
170,21.65,26.65,0.0,514.0,0.004792988
171,21.6,26.55,0.0,515.5,0.004792988
172,21.6,26.5,0.0,517.0,0.004792988
173,21.6,26.5,0.0,515.0,0.004792988
174,21.6,26.5,0.0,512.0,0.004792988
175,21.6,26.5,0.0,515.0,0.004792988
176,21.65,26.55,0.0,511.0,0.004792988
177,21.6,26.5,0.0,514.0,0.004792988
178,21.6,26.445,0.0,508.0,0.004792988
179,21.6,26.4725,0.0,509.75,0.004792988
180,21.6,26.445,0.0,508.75,0.004792988
181,21.6,26.445,0.0,508.5,0.004792988
182,21.6,26.39,0.0,507.0,0.004792988
183,21.6,26.39,0.0,507.0,0.004792988
184,21.6,26.39,0.0,503.5,0.004792988
185,21.6,26.39,0.0,504.0,0.004792988
186,21.6,26.39,0.0,504.0,0.004792988
187,21.575,26.315,0.0,500.5,0.004792988
188,21.6,26.29,0.0,500.0,0.004792988
189,21.6,26.29,0.0,503.5,0.004792988
190,21.55,26.245,0.0,503.0,0.004792988
191,21.55,26.245,0.0,502.5,0.004792988
192,21.5,26.2,0.0,502.0,0.004792988
193,21.56666667,26.2,0.0,502.0,0.004792988
194,21.5,26.2,0.0,502.5,0.004792988
195,21.5,26.2,0.0,497.0,0.004792988
196,21.5,26.15,0.0,501.5,0.004792988
197,21.5,26.15,0.0,504.0,0.004792988
198,21.5,26.1,0.0,501.0,0.004792988
199,21.5,26.1,0.0,493.75,0.004792988
200,21.5,26.1,0.0,500.0,0.004792988
201,21.5,26.1,0.0,504.5,0.004792988
202,21.5,26.05,0.0,504.0,0.004792988
203,21.5,26.1,0.0,501.0,0.004792988
204,21.5,26.0,0.0,499.0,0.004792988
205,21.5,26.0,0.0,502.0,0.004792988
206,21.5,26.0,0.0,503.5,0.004792988
207,21.5,26.0,0.0,500.66666669999995,0.004792988
208,21.5,26.0,0.0,493.0,0.004792988
209,21.5,26.0,0.0,492.5,0.004792988
210,21.5,26.0,0.0,493.0,0.004792988
211,21.5,25.89,0.0,495.5,0.004792988
212,21.5,26.0,0.0,492.66666669999995,0.004792988
213,21.5,26.0,0.0,490.0,0.004792988
214,21.5,25.92666667,0.0,493.0,0.004792988
215,21.5,25.89,0.0,494.66666669999995,0.004792988
216,21.5,25.89,0.0,496.0,0.004792988
217,21.5,25.89,0.0,491.0,0.004792988
218,21.5,25.84,0.0,490.5,0.004792988
219,21.5,25.84,0.0,490.0,0.004792988
220,21.5,25.89,0.0,491.0,0.004792988
221,21.5,25.89,0.0,491.66666669999995,0.004792988
222,21.5,25.89,0.0,493.5,0.004792988
223,21.4725,25.865,0.0,493.75,0.004792988
224,21.5,25.84,0.0,490.0,0.004792988
225,21.5,25.79,0.0,488.0,0.004792988
226,21.5,25.79,0.0,490.0,0.004792988
227,21.5,25.79,0.0,487.0,0.004792988
228,21.445,25.745,0.0,492.5,0.004792988
229,21.445,25.745,0.0,493.5,0.004792988
230,21.46333333,25.76,0.0,493.33333330000005,0.004792988
231,21.445,25.745,0.0,488.0,0.004792988
232,21.5,25.79,0.0,487.5,0.004792988
233,21.42666667,25.73,0.0,485.33333330000005,0.004792988
234,21.39,25.7,0.0,484.0,0.004792988
235,21.39,25.7,0.0,489.0,0.004792988
236,21.445,25.745,0.0,488.0,0.004792988
237,21.5,25.79,0.0,493.0,0.004792988
238,21.39,25.7,0.0,491.0,0.004792988
239,21.445,25.745,0.0,488.0,0.004792988
240,21.445,25.745,0.0,487.25,0.004792988
241,21.39,25.7,0.0,489.0,0.004792988
242,21.5,25.79,0.0,489.0,0.004792988
243,21.39,25.7,0.0,486.0,0.004792988
244,21.42666667,25.73,0.0,484.66666669999995,0.004792988
245,21.39,25.7,0.0,485.0,0.004792988
246,21.39,25.7,0.0,487.0,0.004792988
247,21.39,25.7,0.0,492.0,0.004792988
248,21.39,25.7,0.0,490.66666669999995,0.004792988
249,21.39,25.7,0.0,488.0,0.004792988
250,21.39,25.7,0.0,485.5,0.004792988
251,21.39,25.7,0.0,486.0,0.004792988
252,21.39,25.7,0.0,485.5,0.004792988
253,21.39,25.7,0.0,486.0,0.004792988
254,21.39,25.7,0.0,480.0,0.004792988
255,21.39,25.7,0.0,481.0,0.004792988
256,21.39,25.7,0.0,481.66666669999995,0.004792988
257,21.39,25.7,0.0,485.5,0.004792988
258,21.39,25.7,0.0,485.0,0.004792988
259,21.39,25.7,0.0,473.0,0.004792988
260,21.39,25.7,0.0,475.0,0.004792988
261,21.39,25.7,0.0,486.0,0.004792988
262,21.39,25.7,0.0,481.5,0.004792988
263,21.39,25.7,0.0,483.0,0.004792988
264,21.39,25.7,0.0,479.0,0.004792988
265,21.39,25.7,0.0,479.0,0.004792988
266,21.39,25.7,0.0,479.0,0.004792988
267,21.34,25.7,0.0,479.0,0.004792988
268,21.39,25.7,0.0,479.0,0.004792988
269,21.39,25.7,0.0,477.0,0.004792988
270,21.39,25.7,0.0,477.5,0.004792988
271,21.29,25.7,0.0,477.5,0.004792988
272,21.34,25.7,0.0,480.0,0.004792988
273,21.29,25.7,0.0,480.0,0.004792988
274,21.34,25.7,0.0,482.0,0.004792988
275,21.32333333,25.7,0.0,480.33333330000005,0.004792988
276,21.34,25.7,0.0,477.5,0.004792988
277,21.29,25.7,0.0,476.0,0.004792988
278,21.39,25.7,0.0,479.0,0.004792988
279,21.39,25.7,0.0,471.0,0.004792988
280,21.29,25.7,0.0,474.0,0.004792988
281,21.29,25.7,0.0,477.5,0.004792988
282,21.34,25.7,0.0,476.0,0.004792988
283,21.29,25.7,0.0,474.25,0.004792988
284,21.39,25.7,0.0,475.0,0.004792988
285,21.29,25.7,0.0,476.5,0.004792988
286,21.34,25.7,0.0,474.5,0.004792988
287,21.29,25.7,0.0,478.0,0.004792988
288,21.29,25.7,0.0,475.33333330000005,0.004792988
289,21.29,25.7,0.0,477.0,0.004792988
290,21.29,25.7,0.0,475.5,0.004792988
291,21.29,25.7,0.0,477.5,0.004792988
292,21.29,25.7,0.0,477.5,0.004792988
293,21.29,25.7,0.0,478.0,0.004792988
294,21.29,25.7,0.0,473.5,0.004792988
295,21.29,25.7,0.0,472.5,0.004792988
296,21.29,25.7,0.0,472.0,0.004792988
297,21.29,25.7,0.0,469.5,0.004792988
298,21.29,25.7,0.0,466.66666669999995,0.004792988
299,21.29,25.7,0.0,467.0,0.004792988
300,21.29,25.7,0.0,469.5,0.004792988
301,21.2,25.6,0.0,469.0,0.004792988
302,21.29,25.7,0.0,471.0,0.004792988
303,21.29,25.7,0.0,469.0,0.004792988
304,21.26,25.66666667,0.0,467.33333330000005,0.004792988
305,21.245,25.65,0.0,471.5,0.004792988
306,21.23,25.63333333,0.0,471.66666669999995,0.004792988
307,21.29,25.7,0.0,475.0,0.004792988
308,21.2,25.6,0.0,471.0,0.004792988
309,21.2,25.6,0.0,471.0,0.004792988
310,21.245,25.65,0.0,471.0,0.004792988
311,21.245,25.65,0.0,474.5,0.004792988
312,21.2,25.6,0.0,475.5,0.004792988
313,21.2,25.6,0.0,474.0,0.004792988
314,21.2,25.6,0.0,469.0,0.004792988
315,21.2,25.6,0.0,474.0,0.004792988
316,21.2,25.6,0.0,474.0,0.004792988
317,21.2,25.6,0.0,468.5,0.004792988
318,21.2,25.6,0.0,469.5,0.004792988
319,21.2,25.6,0.0,472.5,0.004792988
320,21.2,25.6,0.0,467.5,0.004792988
321,21.2,25.6,0.0,469.0,0.004792988
322,21.2,25.55,0.0,466.5,0.004792988
323,21.2,25.5,0.0,469.5,0.004792988
324,21.2,25.5,0.0,469.0,0.004792988
325,21.2,25.5,0.0,467.0,0.004792988
326,21.2,25.5,0.0,467.33333330000005,0.004792988
327,21.2,25.5,0.0,467.0,0.004792988
328,21.2,25.5,0.0,464.5,0.004792988
329,21.2,25.445,0.0,466.0,0.004792988
330,21.2,25.5,0.0,473.0,0.004792988
331,21.2,25.39,0.0,475.0,0.004792988
332,21.2,25.39,0.0,471.0,0.004792988
333,21.2,25.39,0.0,470.0,0.004792988
334,21.2,25.39,0.0,466.25,0.004792988
335,21.2,25.39,0.0,467.0,0.004792988
336,21.2,25.39,0.0,473.0,0.004792988
337,21.2,25.39,0.0,468.0,0.004792988
338,21.2,25.39,0.0,463.0,0.004792988
339,21.2,25.39,0.0,466.0,0.004792988
340,21.2,25.39,0.0,467.0,0.004792988
341,21.2,25.29,0.0,468.0,0.004792988
342,21.2,25.39,0.0,468.0,0.004792988
343,21.2,25.29,0.0,468.0,0.004792988
344,21.2,25.34,0.0,465.5,0.004792988
345,21.2,25.39,0.0,464.0,0.004792988
346,21.2,25.34,0.0,464.5,0.004792988
347,21.2,25.29,0.0,465.66666669999995,0.004792988
348,21.2,25.365,0.0,465.75,0.004792988
349,21.2,25.39,0.0,464.0,0.004792988
350,21.2,25.39,0.0,467.0,0.004792988
351,21.15,25.39,0.0,466.5,0.004792988
352,21.2,25.39,0.0,465.0,0.004792988
353,21.2,25.39,0.0,462.0,0.004792988
354,21.2,25.39,0.0,459.66666669999995,0.004792988
355,21.2,25.29,0.0,458.0,0.004792988
356,21.2,25.34,0.0,462.5,0.004792988
357,21.2,25.29,0.0,467.0,0.004792988
358,21.2,25.29,0.0,466.5,0.004792988
359,21.2,25.29,0.0,463.0,0.004792988
360,21.2,25.29,0.0,465.0,0.004792988
361,21.2,25.29,0.0,463.25,0.004792988
362,21.2,25.29,0.0,460.0,0.004792988
363,21.2,25.29,0.0,457.0,0.004792988
364,21.2,25.29,0.0,456.0,0.004792988
365,21.245,25.245,0.0,454.0,0.004792988
366,21.23,25.23,0.0,454.0,0.004792988
367,21.29,25.29,0.0,458.0,0.004792988
368,21.2,25.2,0.0,456.0,0.004792988
369,21.245,25.245,0.0,456.5,0.004792988
370,21.245,25.245,0.0,458.5,0.004792988
371,21.26,25.26,0.0,459.66666669999995,0.004792988
372,21.245,25.245,0.0,464.0,0.004792988
373,21.245,25.2,0.0,465.0,0.004792988
374,21.29,25.2,0.0,461.0,0.004792988
375,21.245,25.2,0.0,458.5,0.004792988
376,21.29,25.2,0.0,459.0,0.004792988
377,21.29,25.2,0.0,451.0,0.004792988
378,21.29,25.2,0.0,456.0,0.004792988
379,21.29,25.2,0.0,463.0,0.004792988
380,21.29,25.2,0.0,461.66666669999995,0.004792988
381,21.29,25.2,0.0,458.0,0.004792988
382,21.29,25.2,0.0,450.0,0.004792988
383,21.29,25.2,0.0,457.0,0.004792988
384,21.29,25.2,0.0,456.0,0.004792988
385,21.29,25.2,0.0,456.0,0.004792988
386,21.29,25.2,0.0,461.0,0.004792988
387,21.29,25.2,0.0,463.0,0.004792988
388,21.29,25.2,0.0,460.0,0.004792988
389,21.29,25.2,0.0,456.0,0.004792988
390,21.29,25.2,0.0,454.5,0.004792988
391,21.29,25.2,0.0,448.5,0.004792988
392,21.29,25.2,0.0,453.5,0.004792988
393,21.29,25.2,0.0,454.0,0.004792988
394,21.29,25.2,0.0,454.0,0.004792988
395,21.29,25.245,0.0,450.5,0.004792988
396,21.29,25.245,0.0,453.0,0.004792988
397,21.2,25.2,0.0,457.0,0.004792988
398,21.2,25.2,0.0,452.5,0.004792988
399,21.2,25.2,0.0,449.0,0.004792988
400,21.2,25.2,0.0,458.66666669999995,0.004792988
401,21.2,25.2,0.0,454.5,0.004792988
402,21.2,25.245,0.0,455.5,0.004792988
403,21.2,25.245,0.0,453.5,0.004792988
404,21.2,25.29,0.0,452.0,0.004792988
405,21.2,25.29,0.0,451.5,0.004792988
406,21.2,25.29,0.0,451.0,0.004792988
407,21.16666667,25.35666667,0.0,450.33333330000005,0.004792988
408,21.16666667,25.39,0.0,450.0,0.004792988
409,21.15,25.39,0.0,453.5,0.004792988
410,21.1,25.39,0.0,454.0,0.004792988
411,21.15,25.39,0.0,452.5,0.004792988
412,21.1,25.39,0.0,454.0,0.004792988
413,21.1,25.39,0.0,457.0,0.004792988
414,21.1,25.46333333,0.0,450.33333330000005,0.004792988
415,21.1,25.5,0.0,451.0,0.004792988
416,21.1,25.5,0.0,451.0,0.004792988
417,21.05,25.445,0.0,449.0,0.004792988
418,21.1,25.5,0.0,449.0,0.004792988
419,21.05,25.445,0.0,450.0,0.004792988
420,21.05,25.445,0.0,449.0,0.004792988
421,21.1,25.5,0.0,445.0,0.004792988
422,21.0,25.39,0.0,443.0,0.004792988
423,21.1,25.5,0.0,446.5,0.004792988
424,21.1,25.5,0.0,446.0,0.004792988
425,21.1,25.5,0.0,451.5,0.004792988
426,21.1,25.39,0.0,445.0,0.004792988
427,21.1,25.39,0.0,449.0,0.004792988
428,21.1,25.39,0.0,451.66666669999995,0.004792988
429,21.1,25.39,0.0,452.0,0.004792988
430,21.1,25.39,0.0,451.0,0.004792988
431,21.05,25.34,0.0,450.0,0.004792988
432,21.1,25.39,0.0,450.0,0.004792988
433,21.1,25.39,0.0,448.0,0.004792988
434,21.1,25.39,0.0,450.66666669999995,0.004792988
435,21.1,25.39,0.0,450.0,0.004792988
436,21.15,25.39,0.0,446.0,0.004792988
437,21.1,25.39,0.0,444.0,0.004792988
438,21.125,25.39,0.0,447.5,0.004792988
439,21.13333333,25.39,0.0,443.33333330000005,0.004792988
440,21.1,25.34,0.0,443.5,0.004792988
441,21.1,25.34,0.0,444.0,0.004792988
442,21.15,25.34,0.0,449.0,0.004792988
443,21.2,25.29,0.0,449.33333330000005,0.004792988
444,21.15,25.29,0.0,448.0,0.004792988
445,21.15,25.245,0.0,449.5,0.004792988
446,21.2,25.245,0.0,450.0,0.004792988
447,21.2,25.2,0.0,447.0,0.004792988
448,21.2,25.2,0.0,446.0,0.004792988
449,21.13333333,25.2,0.0,443.0,0.004792988
450,21.16666667,25.2,0.0,444.0,0.004792988
451,21.2,25.2,0.0,444.5,0.004792988
452,21.2,25.2,0.0,445.0,0.004792988
453,21.2,25.2,0.0,451.0,0.004792988
454,21.2,25.2,0.0,450.0,0.004792988
455,21.2,25.2,0.0,444.0,0.004792988
456,21.2,25.2,0.0,443.0,0.004792988
457,21.2,25.1,0.0,438.5,0.004792988
458,21.2,25.1,0.0,441.0,0.004792988
459,21.2,25.1,0.0,444.0,0.004792988
460,21.2,25.15,0.0,441.5,0.004792988
461,21.2,25.1,0.0,441.0,0.004792988
462,21.2,25.1,0.0,439.5,0.004792988
463,21.2,25.1,0.0,441.0,0.004792988
464,21.2,25.1,0.0,442.0,0.004792988
465,21.2,25.1,0.0,441.0,0.004792988
466,21.2,25.1,0.0,436.0,0.004792988
467,21.2,25.1,0.0,442.5,0.004792988
468,21.2,25.1,0.0,446.0,0.004792988
469,21.2,25.1,0.0,443.0,0.004792988
470,21.2,25.1,0.0,437.5,0.004792988
471,21.2,25.1,0.0,440.5,0.004792988
472,21.2,25.05,0.0,439.5,0.004792988
473,21.2,25.0,0.0,443.0,0.004792988
474,21.2,25.0,0.0,443.0,0.004792988
475,21.2,25.0,0.0,438.5,0.004792988
476,21.2,25.0,0.0,438.0,0.004792988
477,21.2,25.0,0.0,442.33333330000005,0.004792988
478,21.2,25.0,0.0,448.0,0.004792988
479,21.2,25.1,0.0,447.5,0.004792988
480,21.125,25.1,0.0,445.75,0.004792988
481,21.1,25.0,0.0,439.0,0.004792988
482,21.1,25.1,0.0,440.0,0.004792988
483,21.1,25.1,0.0,441.5,0.004792988
484,21.1,25.06666667,0.0,439.0,0.004792988
485,21.1,25.0,0.0,439.0,0.004792988
486,21.1,25.1,0.0,437.5,0.004792988
487,21.05,25.05,0.0,437.5,0.004792988
488,21.1,25.1,0.0,439.33333330000005,0.004792988
489,21.1,25.1,0.0,443.0,0.004792988
490,21.0,25.0,0.0,440.5,0.004792988
491,21.0,25.0,0.0,442.33333330000005,0.004792988
492,21.0,25.0,0.0,440.66666669999995,0.004792988
493,21.0,25.0,0.0,440.0,0.004792988
494,21.0,25.0,0.0,439.0,0.004792988
495,21.0,25.0,0.0,442.0,0.004792988
496,21.0,25.0,0.0,443.5,0.004792988
497,21.0,25.0,0.0,445.0,0.004792988
498,21.0,25.0,0.0,445.0,0.004792988
499,21.0,25.05,0.0,442.5,0.004792988
500,21.0,25.1,0.0,440.0,0.004792988
501,21.0,25.0,0.0,439.5,0.004792988
502,21.0,25.0,0.0,438.5,0.004792988
503,21.0,25.0,0.0,435.0,0.004792988
504,21.0,25.0,0.0,439.5,0.004792988
505,21.0,25.0,0.0,440.5,0.004792988
506,21.0,25.0,0.0,439.5,0.004792988
507,21.0,25.0,0.0,441.0,0.004792988
508,21.0,25.0,0.0,442.0,0.004792988
509,21.0,25.0,0.0,445.0,0.004792988
510,21.0,25.0,0.0,444.0,0.004792988
511,21.0,25.0,0.0,445.0,0.004792988
512,21.0,24.89,0.0,444.0,0.004792988
513,21.0,24.89,0.0,443.0,0.004792988
514,21.0,24.89,0.0,448.0,0.004792988
515,21.05,24.945,0.0,443.0,0.004792988
516,21.05,24.945,0.0,440.0,0.004792988
517,21.0,24.89,0.0,440.0,0.004792988
518,21.03333333,24.92666667,0.0,441.0,0.004792988
519,21.05,24.945,0.0,440.5,0.004792988
520,21.05,24.945,0.0,444.5,0.004792988
521,21.1,25.0,0.0,446.0,0.004792988
522,21.05,24.945,0.0,442.5,0.004792988
523,21.0,24.89,0.0,439.0,0.004792988
524,21.1,24.89,0.0,441.0,0.004792988
525,21.1,24.89,0.0,438.33333330000005,0.004792988
526,21.03333333,24.89,0.0,439.5,0.004792988
527,21.075,24.9725,0.0,440.75,0.004792988
528,21.03333333,24.92666667,0.0,437.0,0.004792988
529,21.1,24.945,0.0,440.5,0.004792988
530,21.1,24.9175,0.0,442.25,0.004792988
531,21.1,24.89,0.0,435.0,0.004792988
532,21.1,24.89,0.0,435.5,0.004792988
533,21.1,24.89,0.0,432.0,0.004792988
534,21.1,24.89,0.0,439.5,0.004792988
535,21.05,24.84,0.0,442.5,0.004792988
536,21.1,24.89,0.0,438.5,0.004792988
537,21.05,24.84,0.0,435.5,0.004792988
538,21.06666667,24.85666667,0.0,437.33333330000005,0.004792988
539,21.1,24.89,0.0,437.0,0.004792988
540,21.03333333,24.82333333,0.0,438.0,0.004792988
541,21.025,24.84,0.0,435.0,0.004792988
542,21.0,24.79,0.0,440.0,0.004792988
543,21.0,24.82333333,0.0,441.33333330000005,0.004792988
544,21.0,24.85666667,0.0,435.0,0.004792988
545,21.0,24.89,0.0,432.0,0.004792988
546,21.0,24.89,0.0,435.5,0.004792988
547,21.0,24.89,0.0,444.0,0.004792988
548,21.0,24.84,0.0,444.5,0.004792988
549,21.0,24.89,0.0,446.0,0.004792988
550,21.0,24.89,0.0,445.0,0.004792988
551,21.0,24.89,0.0,438.33333330000005,0.004792988
552,21.0,24.89,0.0,445.5,0.004792988
553,21.0,24.89,0.0,439.0,0.004792988
554,21.0,24.89,0.0,439.0,0.004792988
555,20.945,24.89,0.0,439.5,0.004792988
556,20.96333333,24.89,0.0,443.33333330000005,0.004792988
557,20.89,24.89,0.0,443.5,0.004792988
558,20.92666667,24.89,0.0,444.0,0.004792988
559,21.0,24.89,0.0,447.5,0.004792988
560,20.89,24.89,0.0,445.5,0.004792988
561,20.89,24.89,0.0,443.0,0.004792988
562,20.89,24.89,0.0,438.0,0.004792988
563,20.89,24.89,0.0,428.0,0.004792988
564,20.89,24.89,0.0,431.0,0.004792988
565,20.89,24.89,0.0,441.0,0.004792988
566,20.89,24.89,0.0,446.0,0.004792988
567,20.89,24.89,0.0,447.0,0.004792988
