date,Temperature,Temperature pprox.,Humidity,Humidity approx.,Light,Light approx.,CO2,CO2 aprrox.,HumidityRatio ,HumidityRatio x 1000000 approx.,Occupancy
2004-02-15 18:36,22.5,22.5,27.445,27.45,0,0,641.5,641,0.004792988,4792,NO
2004-02-15 18:38,22.39,22.39,27.29,27.29,0,0,639,639,0.004792988,4792,NO
2004-02-15 18:39,22.5,22.5,27.5,27.5,0,0,640,640,0.004792988,4792,NO
2004-02-15 18:40,22.39,22.39,27.34,27.34,0,0,630.5,630,0.004792988,4792,NO
2004-02-15 18:40,22.39,22.39,27.35666667,27.36,0,0,629.3333333,629,0.004792988,4792,NO
2004-02-15 18:42,22.39,22.39,27.5,27.5,0,0,632,632,0.004792988,4792,NO
2004-02-15 18:42,22.39,22.39,27.5,27.5,0,0,636.5,636,0.004792988,4792,NO
2004-02-15 18:43,22.39,22.39,27.5,27.5,0,0,627.5,627,0.004792988,4792,NO
2004-02-15 18:45,22.39,22.39,27.39,27.39,0,0,626,626,0.004792988,4792,NO
2004-02-15 18:46,22.39,22.39,27.5,27.5,0,0,625.5,625,0.004792988,4792,NO
2004-02-15 18:47,22.34,22.34,27.39,27.39,0,0,623.5,623,0.004792988,4792,NO
2004-02-15 18:48,22.39,22.39,27.46333333,27.46,0,0,624.6666667,624,0.004792988,4792,NO
2004-02-15 18:49,22.39,22.39,27.39,27.39,0,0,622,622,0.004792988,4792,NO
2004-02-15 18:49,22.29,22.29,27.39,27.39,0,0,621,621,0.004792988,4792,NO
2004-02-15 18:51,22.34,22.34,27.39,27.39,0,0,626.5,626,0.004792988,4792,NO
2004-02-15 18:52,22.29,22.29,27.39,27.39,0,0,622,622,0.004792988,4792,NO
2004-02-15 18:53,22.39,22.39,27.39,27.39,0,0,620,620,0.004792988,4792,NO
2004-02-15 18:53,22.29,22.29,27.39,27.39,0,0,621.5,621,0.004792988,4792,NO
2004-02-15 18:55,22.29,22.29,27.35666667,27.36,0,0,616.3333333,616,0.004792988,4792,NO
2004-02-15 18:55,22.29,22.29,27.34,27.34,0,0,609,609,0.004792988,4792,NO
2004-02-15 18:56,22.29,22.29,27.39,27.39,0,0,614,614,0.004792988,4792,NO
2004-02-15 18:58,22.29,22.29,27.34,27.34,0,0,613.5,613,0.004792988,4792,NO
2004-02-15 18:59,22.29,22.29,27.34,27.34,0,0,611,611,0.004792988,4792,NO
2004-02-15 19:00,22.29,22.29,27.39,27.39,0,0,612,612,0.004792988,4792,NO
2004-02-15 19:01,22.29,22.29,27.29,27.29,0,0,608,608,0.004792988,4792,NO
2004-02-15 19:01,22.29,22.29,27.29,27.29,0,0,605.5,605,0.004792988,4792,NO
2004-02-15 19:02,22.2675,22.27,27.315,27.32,0,0,608.5,608,0.004792988,4792,NO
2004-02-15 19:04,22.2,22.2,27.29,27.29,0,0,608.5,608,0.004792988,4792,NO
2004-02-15 19:05,22.245,22.25,27.29,27.29,0,0,602.5,602,0.004792988,4792,NO
2004-02-15 19:06,22.2,22.2,27.29,27.29,0,0,598,598,0.004792988,4792,NO
2004-02-15 19:07,22.2,22.2,27.29,27.29,0,0,595,595,0.004792988,4792,NO
2004-02-15 19:08,22.2,22.2,27.29,27.29,0,0,591,591,0.004792988,4792,NO
2004-02-15 19:08,22.245,22.25,27.245,27.25,0,0,591,591,0.004792988,4792,NO
2004-02-15 19:09,22.2,22.2,27.2,27.2,0,0,595,595,0.004792988,4792,NO
2004-02-15 19:11,22.2,22.2,27.29,27.29,0,0,594.3333333,594,0.004792988,4792,NO
2004-02-15 19:12,22.2,22.2,27.29,27.29,0,0,593.5,593,0.004792988,4792,NO
2004-02-15 19:13,22.2,22.2,27.29,27.29,0,0,592,592,0.004792988,4792,NO
2004-02-15 19:14,22.15,22.15,27.245,27.25,0,0,586.5,586,0.004792988,4792,NO
2004-02-15 19:14,22.2,22.2,27.2,27.2,0,0,586,586,0.004792988,4792,NO
2004-02-15 19:15,22.15,22.15,27.245,27.25,0,0,586,586,0.004792988,4792,NO
2004-02-15 19:17,22.2,22.2,27.245,27.25,0,0,584.5,584,0.004792988,4792,NO
2004-02-15 19:18,22.1,22.1,27.245,27.25,0,0,584.5,584,0.004792988,4792,NO
2004-02-15 19:19,22.1,22.1,27.2,27.2,0,0,585.5,585,0.004792988,4792,NO
2004-02-15 19:20,22.13333333,22.13,27.2,27.2,0,0,584.6666667,584,0.004792988,4792,NO
2004-02-15 19:21,22.2,22.2,27.2,27.2,0,0,577,577,0.004792988,4792,NO
2004-02-15 19:21,22.1,22.1,27.2,27.2,0,0,580,580,0.004792988,4792,NO
2004-02-15 19:23,22.125,22.13,27.2,27.2,0,0,582,582,0.004792988,4792,NO
2004-02-15 19:24,22.2,22.2,27.2,27.2,0,0,580,580,0.004792988,4792,NO
2004-02-15 19:25,22.1,22.1,27.15,27.15,0,0,578,578,0.004792988,4792,NO
2004-02-15 19:25,22.1,22.1,27.2,27.2,0,0,576.5,576,0.004792988,4792,NO
2004-02-15 19:27,22.1,22.1,27.2,27.2,0,0,580,580,0.004792988,4792,NO
2004-02-15 19:27,22.1,22.1,27.2,27.2,0,0,572.5,572,0.004792988,4792,NO
2004-02-15 19:28,22.1,22.1,27.2,27.2,0,0,567,567,0.004792988,4792,NO
2004-02-15 19:30,22.1,22.1,27.2,27.2,0,0,568,568,0.004792988,4792,NO
2004-02-15 19:31,22.1,22.1,27.2,27.2,0,0,574.5,574,0.004792988,4792,NO
2004-02-15 19:32,22.1,22.1,27.2,27.2,0,0,564.3333333,564,0.004792988,4792,NO
2004-02-15 19:33,22.1,22.1,27.2,27.2,0,0,563,563,0.004792988,4792,NO
2004-02-15 19:34,22.1,22.1,27.15,27.15,0,0,564.5,564,0.004792988,4792,NO
2004-02-15 19:34,22.06666667,22.07,27.16666667,27.17,0,0,566.3333333,566,0.004792988,4792,NO
2004-02-15 19:36,22.1,22.1,27.1,27.1,0,0,562,562,0.004792988,4792,NO
2004-02-15 19:37,22,22,27.1,27.1,0,0,565.5,565,0.004792988,4792,NO
2004-02-15 19:38,22,22,27.1,27.1,0,0,570,570,0.004792988,4792,NO
2004-02-15 19:38,22.05,22.05,27.15,27.15,0,0,562,562,0.004792988,4792,NO
2004-02-15 19:40,22,22,27.1,27.1,0,0,560,560,0.004792988,4792,NO
2004-02-15 19:40,22,22,27.1,27.1,0,0,558,558,0.004792988,4792,NO
2004-02-15 19:41,22,22,27.1,27.1,0,0,556,556,0.004792988,4792,NO
2004-02-15 19:43,22,22,27.1,27.1,0,0,557,557,0.004792988,4792,NO
2004-02-15 19:44,21.9175,21.92,27.1,27.1,0,0,556.5,556,0.004792988,4792,NO
2004-02-15 19:45,21.945,21.95,27.1,27.1,0,0,557.5,557,0.004792988,4792,NO
2004-02-15 19:46,21.92666667,21.93,27.1,27.1,0,0,555,555,0.004792988,4792,NO
2004-02-15 19:46,21.89,21.89,27.1,27.1,0,0,555,555,0.004792988,4792,NO
2004-02-15 19:47,21.89,21.89,27.1,27.1,0,0,553,553,0.004792988,4792,NO
2004-02-15 19:49,21.89,21.89,27.1,27.1,0,0,549.5,549,0.004792988,4792,NO
2004-02-15 19:50,21.89,21.89,27.1,27.1,0,0,548.5,548,0.004792988,4792,NO
2004-02-15 19:51,21.89,21.89,27.1,27.1,0,0,551.5,551,0.004792988,4792,NO
2004-02-15 19:52,21.89,21.89,27.1,27.1,0,0,548.5,548,0.004792988,4792,NO
2004-02-15 19:53,21.89,21.89,27.1,27.1,0,0,548,548,0.004792988,4792,NO
2004-02-15 19:53,21.89,21.89,27.1,27.1,0,0,547.5,547,0.004792988,4792,NO
2004-02-15 19:54,21.89,21.89,27.1,27.1,0,0,553,553,0.004792988,4792,NO
2004-02-15 19:56,21.84,21.84,27.1,27.1,0,0,547.5,547,0.004792988,4792,NO
2004-02-15 19:57,21.85666667,21.86,27.1,27.1,0,0,548.6666667,548,0.004792988,4792,NO
2004-02-15 19:58,21.79,21.79,27.1,27.1,0,0,540,540,0.004792988,4792,NO
2004-02-15 19:59,21.79,21.79,27.1,27.1,0,0,538,538,0.004792988,4792,NO
2004-02-15 19:59,21.79,21.79,27.1,27.1,0,0,542,542,0.004792988,4792,NO
2004-02-15 20:00,21.79,21.79,27.1,27.1,0,0,542,542,0.004792988,4792,NO
2004-02-15 20:02,21.79,21.79,27.1,27.1,0,0,538,538,0.004792988,4792,NO
2004-02-15 20:03,21.79,21.79,27.1,27.1,0,0,537.6666667,537,0.004792988,4792,NO
2004-02-15 20:04,21.79,21.79,27.1,27.1,0,0,537.5,537,0.004792988,4792,NO
2004-02-15 20:05,21.79,21.79,27.1,27.1,0,0,536,536,0.004792988,4792,NO
2004-02-15 20:06,21.745,21.75,27.1,27.1,0,0,534.5,534,0.004792988,4792,NO
2004-02-15 20:06,21.7,21.7,27.1,27.1,0,0,532.5,532,0.004792988,4792,NO
2004-02-15 20:08,21.76,21.76,27.1,27.1,0,0,530,530,0.004792988,4792,NO
2004-02-15 20:09,21.745,21.75,27.05,27.05,0,0,529.5,529,0.004792988,4792,NO
2004-02-15 20:10,21.79,21.79,27.05,27.05,0,0,531,531,0.004792988,4792,NO
2004-02-15 20:10,21.73,21.73,27,27,0,0,533.3333333,533,0.004792988,4792,NO
2004-02-15 20:12,21.745,21.75,27,27,0,0,531,531,0.004792988,4792,NO
2004-02-15 20:12,21.745,21.75,27,27,0,0,529,529,0.004792988,4792,NO
2004-02-15 20:13,21.745,21.75,27,27,0,0,528.5,528,0.004792988,4792,NO
2004-02-15 20:15,21.7,21.7,27,27,0,0,525,525,0.004792988,4792,NO
2004-02-15 20:16,21.7,21.7,27,27,0,0,528.5,528,0.004792988,4792,NO
2004-02-15 20:17,21.7,21.7,27,27,0,0,530.5,530,0.004792988,4792,NO
2004-02-15 20:18,21.7,21.7,26.89,26.89,0,0,528,528,0.004792988,4792,NO
2004-02-15 20:19,21.7,21.7,26.89,26.89,0,0,526,526,0.004792988,4792,NO
2004-02-15 20:19,21.7,21.7,26.89,26.89,0,0,530,530,0.004792988,4792,NO
2004-02-15 20:21,21.7,21.7,26.89,26.89,0,0,533.3333333,533,0.004792988,4792,NO
2004-02-15 20:22,21.7,21.7,26.89,26.89,0,0,529,529,0.004792988,4792,NO
2004-02-15 20:23,21.7,21.7,26.89,26.89,0,0,528,528,0.004792988,4792,NO
2004-02-15 20:23,21.7,21.7,26.89,26.89,0,0,526,526,0.004792988,4792,NO
2004-02-15 20:25,21.7,21.7,26.89,26.89,0,0,526,526,0.004792988,4792,NO
2004-02-15 20:25,21.7,21.7,26.79,26.79,0,0,521,521,0.004792988,4792,NO
2004-02-15 20:26,21.7,21.7,26.79,26.79,0,0,518,518,0.004792988,4792,NO
2004-02-15 20:28,21.7,21.7,26.79,26.79,0,0,515.5,515,0.004792988,4792,NO
2004-02-15 20:29,21.7,21.7,26.79,26.79,0,0,520,520,0.004792988,4792,NO
2004-02-15 20:30,21.7,21.7,26.7675,26.77,0,0,523.5,523,0.004792988,4792,NO
2004-02-15 20:31,21.7,21.7,26.79,26.79,0,0,525.5,525,0.004792988,4792,NO
2004-02-15 20:31,21.7,21.7,26.79,26.79,0,0,525.5,525,0.004792988,4792,NO
2004-02-15 20:32,21.7,21.7,26.79,26.79,0,0,514,514,0.004792988,4792,NO
2004-02-15 20:34,21.7,21.7,26.7,26.7,0,0,518,518,0.004792988,4792,NO
2004-02-15 20:35,21.7,21.7,26.7,26.7,0,0,518,518,0.004792988,4792,NO
2004-02-15 20:36,21.7,21.7,26.7,26.7,0,0,520,520,0.004792988,4792,NO
2004-02-15 20:37,21.6,21.6,26.7,26.7,0,0,521,521,0.004792988,4792,NO
2004-02-15 20:38,21.6,21.6,26.6,26.6,0,0,518,518,0.004792988,4792,NO
2004-02-15 20:38,21.6,21.6,26.65,26.65,0,0,517,517,0.004792988,4792,NO
2004-02-15 20:39,21.6,21.6,26.6,26.6,0,0,511.5,511,0.004792988,4792,NO
2004-02-15 20:41,21.65,21.65,26.65,26.65,0,0,514,514,0.004792988,4792,NO
2004-02-15 20:42,21.6,21.6,26.55,26.55,0,0,515.5,515,0.004792988,4792,NO
2004-02-15 20:43,21.6,21.6,26.5,26.5,0,0,517,517,0.004792988,4792,NO
2004-02-15 20:44,21.6,21.6,26.5,26.5,0,0,515,515,0.004792988,4792,NO
2004-02-15 20:44,21.6,21.6,26.5,26.5,0,0,512,512,0.004792988,4792,NO
2004-02-15 20:45,21.6,21.6,26.5,26.5,0,0,515,515,0.004792988,4792,NO
2004-02-15 20:47,21.65,21.65,26.55,26.55,0,0,511,511,0.004792988,4792,NO
2004-02-15 20:48,21.6,21.6,26.5,26.5,0,0,514,514,0.004792988,4792,NO
2004-02-15 20:49,21.6,21.6,26.445,26.45,0,0,508,508,0.004792988,4792,NO
2004-02-15 20:50,21.6,21.6,26.4725,26.47,0,0,509.75,509,0.004792988,4792,NO
2004-02-15 20:51,21.6,21.6,26.445,26.45,0,0,508.75,508,0.004792988,4792,NO
2004-02-15 20:51,21.6,21.6,26.445,26.45,0,0,508.5,508,0.004792988,4792,NO
2004-02-15 20:53,21.6,21.6,26.39,26.39,0,0,507,507,0.004792988,4792,NO
2004-02-15 20:54,21.6,21.6,26.39,26.39,0,0,507,507,0.004792988,4792,NO
2004-02-15 20:55,21.6,21.6,26.39,26.39,0,0,503.5,503,0.004792988,4792,NO
2004-02-15 20:55,21.6,21.6,26.39,26.39,0,0,504,504,0.004792988,4792,NO
2004-02-15 20:57,21.6,21.6,26.39,26.39,0,0,504,504,0.004792988,4792,NO
2004-02-15 20:57,21.575,21.58,26.315,26.32,0,0,500.5,500,0.004792988,4792,NO
2004-02-15 20:58,21.6,21.6,26.29,26.29,0,0,500,500,0.004792988,4792,NO
2004-02-15 21:00,21.6,21.6,26.29,26.29,0,0,503.5,503,0.004792988,4792,NO
2004-02-15 21:01,21.55,21.55,26.245,26.25,0,0,503,503,0.004792988,4792,NO
2004-02-15 21:02,21.55,21.55,26.245,26.25,0,0,502.5,502,0.004792988,4792,NO
2004-02-15 21:03,21.5,21.5,26.2,26.2,0,0,502,502,0.004792988,4792,NO
2004-02-15 21:04,21.56666667,21.57,26.2,26.2,0,0,502,502,0.004792988,4792,NO
2004-02-15 21:04,21.5,21.5,26.2,26.2,0,0,502.5,502,0.004792988,4792,NO
2004-02-15 21:06,21.5,21.5,26.2,26.2,0,0,497,497,0.004792988,4792,NO
2004-02-15 21:07,21.5,21.5,26.15,26.15,0,0,501.5,501,0.004792988,4792,NO
2004-02-15 21:08,21.5,21.5,26.15,26.15,0,0,504,504,0.004792988,4792,NO
2004-02-15 21:08,21.5,21.5,26.1,26.1,0,0,501,501,0.004792988,4792,NO
2004-02-15 21:10,21.5,21.5,26.1,26.1,0,0,493.75,493,0.004792988,4792,NO
2004-02-15 21:10,21.5,21.5,26.1,26.1,0,0,500,500,0.004792988,4792,NO
2004-02-15 21:11,21.5,21.5,26.1,26.1,0,0,504.5,504,0.004792988,4792,NO
2004-02-15 21:13,21.5,21.5,26.05,26.05,0,0,504,504,0.004792988,4792,NO
2004-02-15 21:14,21.5,21.5,26.1,26.1,0,0,501,501,0.004792988,4792,NO
2004-02-15 21:15,21.5,21.5,26,26,0,0,499,499,0.004792988,4792,NO
2004-02-15 21:16,21.5,21.5,26,26,0,0,502,502,0.004792988,4792,NO
2004-02-15 21:16,21.5,21.5,26,26,0,0,503.5,503,0.004792988,4792,NO
2004-02-15 21:17,21.5,21.5,26,26,0,0,500.6666667,500,0.004792988,4792,NO
2004-02-15 21:19,21.5,21.5,26,26,0,0,493,493,0.004792988,4792,NO
2004-02-15 21:20,21.5,21.5,26,26,0,0,492.5,492,0.004792988,4792,NO
2004-02-15 21:21,21.5,21.5,26,26,0,0,493,493,0.004792988,4792,NO
2004-02-15 21:22,21.5,21.5,25.89,25.89,0,0,495.5,495,0.004792988,4792,NO
2004-02-15 21:23,21.5,21.5,26,26,0,0,492.6666667,492,0.004792988,4792,NO
2004-02-15 21:23,21.5,21.5,26,26,0,0,490,490,0.004792988,4792,NO
2004-02-15 21:24,21.5,21.5,25.92666667,25.93,0,0,493,493,0.004792988,4792,NO
2004-02-15 21:26,21.5,21.5,25.89,25.89,0,0,494.6666667,494,0.004792988,4792,NO
2004-02-15 21:27,21.5,21.5,25.89,25.89,0,0,496,496,0.004792988,4792,NO
2004-02-15 21:28,21.5,21.5,25.89,25.89,0,0,491,491,0.004792988,4792,NO
2004-02-15 21:29,21.5,21.5,25.84,25.84,0,0,490.5,490,0.004792988,4792,NO
2004-02-15 21:29,21.5,21.5,25.84,25.84,0,0,490,490,0.004792988,4792,NO
2004-02-15 21:30,21.5,21.5,25.89,25.89,0,0,491,491,0.004792988,4792,NO
2004-02-15 21:32,21.5,21.5,25.89,25.89,0,0,491.6666667,491,0.004792988,4792,NO
2004-02-15 21:33,21.5,21.5,25.89,25.89,0,0,493.5,493,0.004792988,4792,NO
2004-02-15 21:34,21.4725,21.47,25.865,25.87,0,0,493.75,493,0.004792988,4792,NO
2004-02-15 21:35,21.5,21.5,25.84,25.84,0,0,490,490,0.004792988,4792,NO
2004-02-15 21:36,21.5,21.5,25.79,25.79,0,0,488,488,0.004792988,4792,NO
2004-02-15 21:36,21.5,21.5,25.79,25.79,0,0,490,490,0.004792988,4792,NO
2004-02-15 21:38,21.5,21.5,25.79,25.79,0,0,487,487,0.004792988,4792,NO
2004-02-15 21:39,21.445,21.45,25.745,25.75,0,0,492.5,492,0.004792988,4792,NO
2004-02-15 21:40,21.445,21.45,25.745,25.75,0,0,493.5,493,0.004792988,4792,NO
2004-02-15 21:40,21.46333333,21.46,25.76,25.76,0,0,493.3333333,493,0.004792988,4792,NO
2004-02-15 21:42,21.445,21.45,25.745,25.75,0,0,488,488,0.004792988,4792,NO
2004-02-15 21:42,21.5,21.5,25.79,25.79,0,0,487.5,487,0.004792988,4792,NO
2004-02-15 21:43,21.42666667,21.43,25.73,25.73,0,0,485.3333333,485,0.004792988,4792,NO
2004-02-15 21:45,21.39,21.39,25.7,25.7,0,0,484,484,0.004792988,4792,NO
2004-02-15 21:46,21.39,21.39,25.7,25.7,0,0,489,489,0.004792988,4792,NO
2004-02-15 21:47,21.445,21.45,25.745,25.75,0,0,488,488,0.004792988,4792,NO
2004-02-15 21:48,21.5,21.5,25.79,25.79,0,0,493,493,0.004792988,4792,NO
2004-02-15 21:49,21.39,21.39,25.7,25.7,0,0,491,491,0.004792988,4792,NO
2004-02-15 21:49,21.445,21.45,25.745,25.75,0,0,488,488,0.004792988,4792,NO
2004-02-15 21:51,21.445,21.45,25.745,25.75,0,0,487.25,487,0.004792988,4792,NO
2004-02-15 21:52,21.39,21.39,25.7,25.7,0,0,489,489,0.004792988,4792,NO
2004-02-15 21:53,21.5,21.5,25.79,25.79,0,0,489,489,0.004792988,4792,NO
2004-02-15 21:53,21.39,21.39,25.7,25.7,0,0,486,486,0.004792988,4792,NO
2004-02-15 21:55,21.42666667,21.43,25.73,25.73,0,0,484.6666667,484,0.004792988,4792,NO
2004-02-15 21:55,21.39,21.39,25.7,25.7,0,0,485,485,0.004792988,4792,NO
2004-02-15 21:56,21.39,21.39,25.7,25.7,0,0,487,487,0.004792988,4792,NO
2004-02-15 21:58,21.39,21.39,25.7,25.7,0,0,492,492,0.004792988,4792,NO
2004-02-15 21:59,21.39,21.39,25.7,25.7,0,0,490.6666667,490,0.004792988,4792,NO
2004-02-15 22:00,21.39,21.39,25.7,25.7,0,0,488,488,0.004792988,4792,NO
2004-02-15 22:01,21.39,21.39,25.7,25.7,0,0,485.5,485,0.004792988,4792,NO
2004-02-15 22:01,21.39,21.39,25.7,25.7,0,0,486,486,0.004792988,4792,NO
2004-02-15 22:02,21.39,21.39,25.7,25.7,0,0,485.5,485,0.004792988,4792,NO
2004-02-15 22:04,21.39,21.39,25.7,25.7,0,0,486,486,0.004792988,4792,NO
2004-02-15 22:05,21.39,21.39,25.7,25.7,0,0,480,480,0.004792988,4792,NO
2004-02-15 22:06,21.39,21.39,25.7,25.7,0,0,481,481,0.004792988,4792,NO
2004-02-15 22:07,21.39,21.39,25.7,25.7,0,0,481.6666667,481,0.004792988,4792,NO
2004-02-15 22:08,21.39,21.39,25.7,25.7,0,0,485.5,485,0.004792988,4792,NO
2004-02-15 22:08,21.39,21.39,25.7,25.7,0,0,485,485,0.004792988,4792,NO
2004-02-15 22:09,21.39,21.39,25.7,25.7,0,0,473,473,0.004792988,4792,NO
2004-02-15 22:11,21.39,21.39,25.7,25.7,0,0,475,475,0.004792988,4792,NO
2004-02-15 22:12,21.39,21.39,25.7,25.7,0,0,486,486,0.004792988,4792,NO
2004-02-15 22:13,21.39,21.39,25.7,25.7,0,0,481.5,481,0.004792988,4792,NO
2004-02-15 22:14,21.39,21.39,25.7,25.7,0,0,483,483,0.004792988,4792,NO
2004-02-15 22:14,21.39,21.39,25.7,25.7,0,0,479,479,0.004792988,4792,NO
2004-02-15 22:15,21.39,21.39,25.7,25.7,0,0,479,479,0.004792988,4792,NO
2004-02-15 22:17,21.39,21.39,25.7,25.7,0,0,479,479,0.004792988,4792,NO
2004-02-15 22:18,21.34,21.34,25.7,25.7,0,0,479,479,0.004792988,4792,NO
2004-02-15 22:19,21.39,21.39,25.7,25.7,0,0,479,479,0.004792988,4792,NO
2004-02-15 22:20,21.39,21.39,25.7,25.7,0,0,477,477,0.004792988,4792,NO
2004-02-15 22:21,21.39,21.39,25.7,25.7,0,0,477.5,477,0.004792988,4792,NO
2004-02-15 22:21,21.29,21.29,25.7,25.7,0,0,477.5,477,0.004792988,4792,NO
2004-02-15 22:23,21.34,21.34,25.7,25.7,0,0,480,480,0.004792988,4792,NO
2004-02-15 22:24,21.29,21.29,25.7,25.7,0,0,480,480,0.004792988,4792,NO
2004-02-15 22:25,21.34,21.34,25.7,25.7,0,0,482,482,0.004792988,4792,NO
2004-02-15 22:25,21.32333333,21.32,25.7,25.7,0,0,480.3333333,480,0.004792988,4792,NO
2004-02-15 22:27,21.34,21.34,25.7,25.7,0,0,477.5,477,0.004792988,4792,NO
2004-02-15 22:27,21.29,21.29,25.7,25.7,0,0,476,476,0.004792988,4792,NO
2004-02-15 22:28,21.39,21.39,25.7,25.7,0,0,479,479,0.004792988,4792,NO
2004-02-15 22:30,21.39,21.39,25.7,25.7,0,0,471,471,0.004792988,4792,NO
2004-02-15 22:31,21.29,21.29,25.7,25.7,0,0,474,474,0.004792988,4792,NO
2004-02-15 22:32,21.29,21.29,25.7,25.7,0,0,477.5,477,0.004792988,4792,NO
2004-02-15 22:33,21.34,21.34,25.7,25.7,0,0,476,476,0.004792988,4792,NO
2004-02-15 22:34,21.29,21.29,25.7,25.7,0,0,474.25,474,0.004792988,4792,NO
2004-02-15 22:34,21.39,21.39,25.7,25.7,0,0,475,475,0.004792988,4792,NO
2004-02-15 22:36,21.29,21.29,25.7,25.7,0,0,476.5,476,0.004792988,4792,NO
2004-02-15 22:37,21.34,21.34,25.7,25.7,0,0,474.5,474,0.004792988,4792,NO
2004-02-15 22:38,21.29,21.29,25.7,25.7,0,0,478,478,0.004792988,4792,NO
2004-02-15 22:38,21.29,21.29,25.7,25.7,0,0,475.3333333,475,0.004792988,4792,NO
